Time,Tau_X,Tau_Y,Tau_Z
0,0,0,0
0.000208188830335882,0,0,0
0.000416377660671764,0,0,0
0.000624566491007645,0,0,0
0.000952037756034696,0,0,0
0.00117325157308569,0,0,0
0.00135357887529865,0,0,0
0.0015339061775116,0,0,0
0.00171423347972456,0,0,0
0.00189456078193751,0,0,0
0.0021198322662445,0,0,0
0.002277298749938,0,0,0
0.00243476523363151,0,0,0
0.00259223171732502,0,0,0
0.00274969820101853,0,0,0
0.00296802949056953,0,0,0
0.00318636078012054,0,0,0
0.00340469206967155,0,0,0
0.00362302335922255,0,0,0
0.00384135464877356,0,0,0
0.00409988718481828,0,0,0
0.00435841972086301,0,0,0
0.00461695225690773,0,0,0
0.00487548479295246,0,0,0
0.00513401732899718,0,0,0
0.00548455737963088,0,0,0
0.00577453873567389,0,0,0
0.00606452009171689,0,0,0
0.0063545014477599,0,0,0
0.0066444828038029,0,0,0
0.00693446415984591,0,0,0
0.00736282912039413,0,0,0
0.00779119408094236,0,0,0
0.00821955904149058,0,0,0
0.00864792400203881,0,0,0
0.00907628896258703,0,0,0
0.00959926014333594,0,0,0
0.0101222313240848,0,0,0
0.0106452025048338,0,0,0
0.0111681736855827,0,0,0
0.0116911448663316,0,0,0
0.0122141160470805,0,0,0
0.0125407908425225,0,0,0
0.0128674656379645,0,0,0
0.0131372549597158,0,0,0
0.013407044281467,0,0,0
0.0136768336032183,0,0,0
0.0139466229249695,0,0,0
0.0143382593348117,0,0,0
0.0147298957446538,0,0,0
0.015121532154496,0,0,0
0.0155131685643381,0,0,0
0.0159048049741803,0,0,0
0.0164266007981051,0,0,0
0.0169483966220299,0,0,0
